club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Atalanta BC,Marten de Roon,26,Defensive Midfield,Middlesbrough,£12.15m,in,Summer,12.15,Serie A,2017,2017/2018
Atalanta BC,Timothy Castagne,21,Right-Back,KRC Genk,£5.85m,in,Summer,5.85,Serie A,2017,2017/2018
Atalanta BC,Fabio Eguelfi,22,Left-Back,Inter,£5.40m,in,Summer,5.4,Serie A,2017,2017/2018
Atalanta BC,Josip Ilicic,29,Second Striker,Fiorentina,£5.18m,in,Summer,5.18,Serie A,2017,2017/2018
Atalanta BC,Etrit Berisha,28,Goalkeeper,Lazio,£4.50m,in,Summer,4.5,Serie A,2017,2017/2018
Atalanta BC,Andreas Cornelius,24,Centre-Forward,FC Copenhagen,£4.46m,in,Summer,4.46,Serie A,2017,2017/2018
Atalanta BC,José Luis Palomino,27,Centre-Back,Ludogorets,£4.05m,in,Summer,4.05,Serie A,2017,2017/2018
Atalanta BC,Matteo Pessina,20,Central Midfield,AC Milan,£1.49m,in,Summer,1.49,Serie A,2017,2017/2018
Atalanta BC,Luca Vido,20,Centre-Forward,AC Milan,£1.22m,in,Summer,1.22,Serie A,2017,2017/2018
Benevento Calcio,Andreaw Gravillon,19,Centre-Back,Inter,£3.60m,in,Summer,3.6,Serie A,2017,2017/2018
Benevento Calcio,Gianluca Di Chiara,23,Left-Back,Perugia,£2.52m,in,Summer,2.52,Serie A,2017,2017/2018
Benevento Calcio,Samuel Armenteros,27,Centre-Forward,Heracles Almelo,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
Benevento Calcio,Vid Belec,27,Goalkeeper,Carpi,£1.58m,in,Summer,1.58,Serie A,2017,2017/2018
Benevento Calcio,Gaetano Letizia,27,Right-Back,Carpi,£1.58m,in,Summer,1.58,Serie A,2017,2017/2018
Benevento Calcio,Massimo Coda,28,Centre-Forward,Salernitana,£1.53m,in,Summer,1.53,Serie A,2017,2017/2018
Benevento Calcio,Andrea Costa,31,Centre-Back,FC Empoli,£1.35m,in,Summer,1.35,Serie A,2017,2017/2018
Bologna FC 1909,Saphir Taider,25,Central Midfield,Inter,£3.60m,in,Summer,3.6,Serie A,2017,2017/2018
Bologna FC 1909,César Falletti,24,Attacking Midfield,Luqueño,£2.25m,in,Summer,2.25,Serie A,2017,2017/2018
Bologna FC 1909,Filip Helander,24,Centre-Back,Hellas Verona,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
Bologna FC 1909,Sebastien De Maio,30,Centre-Back,RSC Anderlecht,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
Bologna FC 1909,Giancarlo González,29,Centre-Back,US Palermo,£1.35m,in,Summer,1.35,Serie A,2017,2017/2018
Cagliari Calcio,Leonardo Pavoletti,28,Centre-Forward,SSC Napoli,£8.82m,in,Summer,8.82,Serie A,2017,2017/2018
Cagliari Calcio,Filippo Romagna,20,Centre-Back,Juventus,£6.66m,in,Summer,6.66,Serie A,2017,2017/2018
Cagliari Calcio,Senna Miangue,20,Left-Back,Inter,£2.88m,in,Summer,2.88,Serie A,2017,2017/2018
Cagliari Calcio,Paolo Faragò,24,Right Midfield,Novara,£2.07m,in,Summer,2.07,Serie A,2017,2017/2018
Cagliari Calcio,Luca Cigarini,31,Defensive Midfield,Sampdoria,£2.03m,in,Summer,2.03,Serie A,2017,2017/2018
FC Crotone,Aristóteles Romero,21,Defensive Midfield,Mineros,£1.35m,in,Summer,1.35,Serie A,2017,2017/2018
ACF Fiorentina,Giovanni Simeone,22,Centre-Forward,Genoa,£15.30m,in,Summer,15.3,Serie A,2017,2017/2018
ACF Fiorentina,Marco Benassi,22,Central Midfield,Torino,£10.80m,in,Summer,10.8,Serie A,2017,2017/2018
ACF Fiorentina,Vitor Hugo,26,Centre-Back,Palmeiras,£7.20m,in,Summer,7.2,Serie A,2017,2017/2018
ACF Fiorentina,Jordan Veretout,24,Central Midfield,Aston Villa,£6.30m,in,Summer,6.3,Serie A,2017,2017/2018
ACF Fiorentina,Nikola Milenkovic,19,Centre-Back,Partizan,£4.59m,in,Summer,4.59,Serie A,2017,2017/2018
ACF Fiorentina,Bruno Gaspar,24,Right-Back,Vit. Guimarães,£3.60m,in,Summer,3.6,Serie A,2017,2017/2018
ACF Fiorentina,Valentin Eysseric,25,Attacking Midfield,OGC Nice,£3.15m,in,Summer,3.15,Serie A,2017,2017/2018
ACF Fiorentina,Cyril Théréau,34,Second Striker,Udinese Calcio,£2.88m,in,Summer,2.88,Serie A,2017,2017/2018
ACF Fiorentina,Carlos Sánchez,31,Defensive Midfield,Aston Villa,£2.70m,in,Summer,2.7,Serie A,2017,2017/2018
ACF Fiorentina,Maximiliano Olivera,25,Left-Back,Peñarol,£2.25m,in,Summer,2.25,Serie A,2017,2017/2018
ACF Fiorentina,Sebastián Cristóforo,23,Central Midfield,Sevilla FC,£2.25m,in,Summer,2.25,Serie A,2017,2017/2018
ACF Fiorentina,Gaetano Castrovilli,20,Central Midfield,Bari,£1.71m,in,Summer,1.71,Serie A,2017,2017/2018
ACF Fiorentina,Petko Hristov,18,Centre-Back,Slavia Sofia,£1.53m,in,Summer,1.53,Serie A,2017,2017/2018
ACF Fiorentina,Rafik Zekhnini,19,Left Winger,Odds BK,£1.35m,in,Summer,1.35,Serie A,2017,2017/2018
ACF Fiorentina,Martin Graiciar,18,Centre-Forward,Slovan Liberec,£1.35m,in,Summer,1.35,Serie A,2017,2017/2018
Genoa CFC,Ricardo Centurión,24,Left Winger,São Paulo,£3.42m,in,Summer,3.42,Serie A,2017,2017/2018
Genoa CFC,Oscar Hiljemark,25,Central Midfield,US Palermo,£2.25m,in,Summer,2.25,Serie A,2017,2017/2018
Genoa CFC,Petar Brlek,23,Central Midfield,Wisla Kraków,£1.98m,in,Summer,1.98,Serie A,2017,2017/2018
Genoa CFC,Luca Rossettini,32,Centre-Back,Torino,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
Hellas Verona,Seung-woo Lee,19,Left Winger,FC Barcelona B,£1.35m,in,Summer,1.35,Serie A,2017,2017/2018
Hellas Verona,Bruno Zuculini,24,Defensive Midfield,Man City,£1.13m,in,Summer,1.13,Serie A,2017,2017/2018
Inter Milan,Milan Skriniar,22,Centre-Back,Sampdoria,£30.60m,in,Summer,30.6,Serie A,2017,2017/2018
Inter Milan,Alessandro Bastoni,18,Centre-Back,Atalanta,£27.99m,in,Summer,27.99,Serie A,2017,2017/2018
Inter Milan,Matías Vecino,25,Central Midfield,Fiorentina,£21.60m,in,Summer,21.6,Serie A,2017,2017/2018
Inter Milan,Dalbert,23,Left-Back,OGC Nice,£18.90m,in,Summer,18.9,Serie A,2017,2017/2018
Inter Milan,Roberto Gagliardini,23,Central Midfield,Atalanta,£18.45m,in,Summer,18.45,Serie A,2017,2017/2018
Inter Milan,Borja Valero,32,Central Midfield,Fiorentina,£5.85m,in,Summer,5.85,Serie A,2017,2017/2018
Juventus FC,Federico Bernardeschi,23,Right Winger,Fiorentina,£36.00m,in,Summer,36.0,Serie A,2017,2017/2018
Juventus FC,Blaise Matuidi,30,Central Midfield,Paris SG,£22.50m,in,Summer,22.5,Serie A,2017,2017/2018
Juventus FC,Juan Cuadrado,29,Right-Back,Chelsea,£18.00m,in,Summer,18.0,Serie A,2017,2017/2018
Juventus FC,Medhi Benatia,30,Centre-Back,Bayern Munich,£15.03m,in,Summer,15.03,Serie A,2017,2017/2018
Juventus FC,Wojciech Szczesny,27,Goalkeeper,Arsenal,£12.60m,in,Summer,12.6,Serie A,2017,2017/2018
Juventus FC,Rodrigo Bentancur,20,Central Midfield,Boca Juniors,£11.25m,in,Summer,11.25,Serie A,2017,2017/2018
Juventus FC,Mattia De Sciglio,24,Right-Back,AC Milan,£10.80m,in,Summer,10.8,Serie A,2017,2017/2018
Juventus FC,Dario Del Fabro,22,Centre-Back,Cagliari Calcio,£4.05m,in,Summer,4.05,Serie A,2017,2017/2018
Juventus FC,Ferdinando Del Sole,19,Attacking Midfield,Pescara,£3.33m,in,Summer,3.33,Serie A,2017,2017/2018
Juventus FC,Matheus Pereira,19,Attacking Midfield,FC Empoli,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
SS Lazio,Lucas Leiva,30,Defensive Midfield,Liverpool,£5.13m,in,Summer,5.13,Serie A,2017,2017/2018
SS Lazio,Adam Marusic,24,Right Midfield,KV Oostende,£4.95m,in,Summer,4.95,Serie A,2017,2017/2018
SS Lazio,Felipe Caicedo,28,Centre-Forward,Espanyol,£2.25m,in,Summer,2.25,Serie A,2017,2017/2018
AC Milan,Leonardo Bonucci,30,Centre-Back,Juventus,£37.80m,in,Summer,37.8,Serie A,2017,2017/2018
AC Milan,André Silva,21,Centre-Forward,FC Porto,£34.20m,in,Summer,34.2,Serie A,2017,2017/2018
AC Milan,Andrea Conti,23,Right-Back,Atalanta,£21.60m,in,Summer,21.6,Serie A,2017,2017/2018
AC Milan,Hakan Calhanoglu,23,Attacking Midfield,Bay. Leverkusen,£20.97m,in,Summer,20.97,Serie A,2017,2017/2018
AC Milan,Lucas Biglia,31,Defensive Midfield,Lazio,£17.73m,in,Summer,17.73,Serie A,2017,2017/2018
AC Milan,Mateo Musacchio,26,Centre-Back,Villarreal,£16.20m,in,Summer,16.2,Serie A,2017,2017/2018
AC Milan,Ricardo Rodríguez,24,Left-Back,VfL Wolfsburg,£13.50m,in,Summer,13.5,Serie A,2017,2017/2018
SSC Napoli,Nikola Maksimovic,25,Centre-Back,Torino,£18.90m,in,Summer,18.9,Serie A,2017,2017/2018
SSC Napoli,Marko Rog,21,Central Midfield,Dinamo Zagreb,£12.15m,in,Summer,12.15,Serie A,2017,2017/2018
SSC Napoli,Adam Ounas,20,Right Winger,G. Bordeaux,£10.80m,in,Summer,10.8,Serie A,2017,2017/2018
SSC Napoli,Roberto Inglese,25,Centre-Forward,Chievo Verona,£10.80m,in,Summer,10.8,Serie A,2017,2017/2018
AS Roma,Rick Karsdorp,22,Right-Back,Feyenoord,£14.40m,in,Summer,14.4,Serie A,2017,2017/2018
AS Roma,Cengiz Ünder,20,Right Winger,Basaksehir,£12.83m,in,Summer,12.83,Serie A,2017,2017/2018
AS Roma,Bruno Peres,27,Right-Back,Torino,£11.25m,in,Summer,11.25,Serie A,2017,2017/2018
AS Roma,Lorenzo Pellegrini,21,Central Midfield,Sassuolo,£9.00m,in,Summer,9.0,Serie A,2017,2017/2018
AS Roma,Juan Jesus,26,Centre-Back,Inter,£7.20m,in,Summer,7.2,Serie A,2017,2017/2018
AS Roma,Mário Rui,26,Left-Back,FC Empoli,£5.40m,in,Summer,5.4,Serie A,2017,2017/2018
AS Roma,Héctor Moreno,29,Centre-Back,PSV Eindhoven,£5.13m,in,Summer,5.13,Serie A,2017,2017/2018
AS Roma,Maxime Gonalons,28,Defensive Midfield,Olympique Lyon,£4.50m,in,Summer,4.5,Serie A,2017,2017/2018
AS Roma,Aleksandar Kolarov,31,Left-Back,Man City,£4.50m,in,Summer,4.5,Serie A,2017,2017/2018
AS Roma,Federico Fazio,30,Centre-Back,Spurs,£2.88m,in,Summer,2.88,Serie A,2017,2017/2018
UC Sampdoria,Gianluca Caprari,23,Second Striker,Inter,£13.50m,in,Summer,13.5,Serie A,2017,2017/2018
UC Sampdoria,Nicola Murru,22,Left-Back,Cagliari Calcio,£8.10m,in,Summer,8.1,Serie A,2017,2017/2018
UC Sampdoria,Gastón Ramírez,26,Attacking Midfield,Middlesbrough,£5.67m,in,Summer,5.67,Serie A,2017,2017/2018
UC Sampdoria,Bruno Fernandes,22,Attacking Midfield,Udinese Calcio,£5.40m,in,Summer,5.4,Serie A,2017,2017/2018
UC Sampdoria,Dawid Kownacki,20,Centre-Forward,Lech Poznan,£3.60m,in,Summer,3.6,Serie A,2017,2017/2018
UC Sampdoria,Joachim Andersen,21,Centre-Back,Twente FC,£1.58m,in,Summer,1.58,Serie A,2017,2017/2018
UC Sampdoria,Ivan Strinic,30,Left-Back,SSC Napoli,£1.08m,in,Summer,1.08,Serie A,2017,2017/2018
US Sassuolo,Francesco Cassata,20,Central Midfield,Juventus,£6.30m,in,Summer,6.3,Serie A,2017,2017/2018
US Sassuolo,Davide Frattesi,17,Central Midfield,AS Roma,£4.50m,in,Summer,4.5,Serie A,2017,2017/2018
US Sassuolo,Riccardo Marchizza,19,Centre-Back,AS Roma,£4.05m,in,Summer,4.05,Serie A,2017,2017/2018
US Sassuolo,Edoardo Goldaniga,23,Centre-Back,US Palermo,£3.60m,in,Summer,3.6,Serie A,2017,2017/2018
US Sassuolo,Federico Ricci,23,Right Winger,AS Roma,£2.70m,in,Summer,2.7,Serie A,2017,2017/2018
Torino FC,Lyanco,20,Centre-Back,São Paulo,£6.30m,in,Summer,6.3,Serie A,2017,2017/2018
Torino FC,Álex Berenguer,22,Left Winger,CA Osasuna,£4.95m,in,Summer,4.95,Serie A,2017,2017/2018
Torino FC,Vanja Milinković-Savić,20,Goalkeeper,Lechia Gdansk,£2.34m,in,Summer,2.34,Serie A,2017,2017/2018
Udinese Calcio,Riad Bajić,23,Centre-Forward,Konyaspor,£4.95m,in,Summer,4.95,Serie A,2017,2017/2018
Udinese Calcio,Giuseppe Pezzella,19,Left-Back,US Palermo,£4.05m,in,Summer,4.05,Serie A,2017,2017/2018
Udinese Calcio,Antonin Barak,22,Central Midfield,Slavia Prague,£2.70m,in,Summer,2.7,Serie A,2017,2017/2018
Udinese Calcio,Bram Nuytinck,27,Centre-Back,RSC Anderlecht,£2.70m,in,Summer,2.7,Serie A,2017,2017/2018
Udinese Calcio,Mamadou Coulibaly,18,Central Midfield,Pescara,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
Udinese Calcio,Valon Behrami,32,Defensive Midfield,Watford,£1.80m,in,Summer,1.8,Serie A,2017,2017/2018
Atalanta BC,Federico Mattiello,22,Right-Back,Juventus,£4.50m,in,Winter,4.5,Serie A,2017,2017/2018
Benevento Calcio,Jean-Claude Billong,24,Centre-Back,NK Maribor,£1.89m,in,Winter,1.89,Serie A,2017,2017/2018
Cagliari Calcio,Fabrizio Caligara,17,Central Midfield,Juventus U19,£1.80m,in,Winter,1.8,Serie A,2017,2017/2018
Cagliari Calcio,Damir Ceter,20,Centre-Forward,Quindío,£1.35m,in,Winter,1.35,Serie A,2017,2017/2018
ACF Fiorentina,Bryan Dabo,25,Central Midfield,Saint-Étienne,£2.70m,in,Winter,2.7,Serie A,2017,2017/2018
Juventus FC,Leonardo Mancuso,25,Centre-Forward,Pescara,£4.05m,in,Winter,4.05,Serie A,2017,2017/2018
SSC Napoli,Mário Rui,26,Left-Back,AS Roma,£5.18m,in,Winter,5.18,Serie A,2017,2017/2018
UC Sampdoria,Dodô,26,Left-Back,Inter,£4.95m,in,Winter,4.95,Serie A,2017,2017/2018
US Sassuolo,Pol Lirola,20,Right-Back,Juventus,£6.30m,in,Winter,6.3,Serie A,2017,2017/2018
SPAL 2013,Mattia Vitale,20,Central Midfield,Juventus,£1.80m,in,Winter,1.8,Serie A,2017,2017/2018
Torino FC,Vitalie Damascan,18,Centre-Forward,Sheriff,£1.35m,in,Winter,1.35,Serie A,2017,2017/2018
Atalanta BC,Davide Bettella,18,Centre-Back,Inter,£6.30m,in,Summer,6.3,Serie A,2018,2018/2019
Atalanta BC,Bryan Cristante,23,Central Midfield,Benfica,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
Atalanta BC,Marco Tumminello,19,Centre-Forward,AS Roma,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
Atalanta BC,Marco Carraro,20,Defensive Midfield,Inter,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
Atalanta BC,Pierluigi Gollini,23,Goalkeeper,Aston Villa,£3.42m,in,Summer,3.42,Serie A,2018,2018/2019
Atalanta BC,Arkadiusz Reca,23,Left-Back,Wisla Plock,£3.33m,in,Summer,3.33,Serie A,2018,2018/2019
Bologna FC 1909,Lukasz Skorupski,27,Goalkeeper,AS Roma,£8.10m,in,Summer,8.1,Serie A,2018,2018/2019
Bologna FC 1909,Diego Falcinelli,27,Centre-Forward,Sassuolo,£6.30m,in,Summer,6.3,Serie A,2018,2018/2019
Bologna FC 1909,Federico Santander,27,Centre-Forward,FC Copenhagen,£5.85m,in,Summer,5.85,Serie A,2018,2018/2019
Bologna FC 1909,Mattias Svanberg,19,Central Midfield,Malmö FF,£4.05m,in,Summer,4.05,Serie A,2018,2018/2019
Bologna FC 1909,Felipe Avenatti,25,Centre-Forward,Luqueño,£2.25m,in,Summer,2.25,Serie A,2018,2018/2019
Cagliari Calcio,Lucas Castro,29,Central Midfield,Chievo Verona,£5.31m,in,Summer,5.31,Serie A,2018,2018/2019
Cagliari Calcio,Ragnar Klavan,32,Centre-Back,Liverpool,£1.37m,in,Summer,1.37,Serie A,2018,2018/2019
Chievo Verona,Federico Barba,24,Centre-Back,Sporting Gijón,£2.70m,in,Summer,2.7,Serie A,2018,2018/2019
Chievo Verona,Mariusz Stepinski,23,Centre-Forward,FC Nantes,£2.25m,in,Summer,2.25,Serie A,2018,2018/2019
Chievo Verona,Joel Obi,27,Central Midfield,Torino,£1.80m,in,Summer,1.8,Serie A,2018,2018/2019
Chievo Verona,Nenad Tomović,30,Centre-Back,Fiorentina,£1.17m,in,Summer,1.17,Serie A,2018,2018/2019
FC Empoli,Antonino La Gumina,22,Centre-Forward,US Palermo,£8.10m,in,Summer,8.1,Serie A,2018,2018/2019
FC Empoli,Samuel Mraz,21,Centre-Forward,MSK Zilina,£1.35m,in,Summer,1.35,Serie A,2018,2018/2019
ACF Fiorentina,Germán Pezzella,27,Centre-Back,Real Betis,£8.78m,in,Summer,8.78,Serie A,2018,2018/2019
ACF Fiorentina,Riccardo Saponara,26,Attacking Midfield,FC Empoli,£8.10m,in,Summer,8.1,Serie A,2018,2018/2019
ACF Fiorentina,Alban Lafont,19,Goalkeeper,Toulouse,£7.20m,in,Summer,7.2,Serie A,2018,2018/2019
ACF Fiorentina,David Hancko,20,Centre-Back,MSK Zilina,£3.42m,in,Summer,3.42,Serie A,2018,2018/2019
ACF Fiorentina,Christian Nörgaard,24,Defensive Midfield,Bröndby IF,£3.15m,in,Summer,3.15,Serie A,2018,2018/2019
ACF Fiorentina,Federico Ceccherini,26,Centre-Back,Crotone,£2.70m,in,Summer,2.7,Serie A,2018,2018/2019
ACF Fiorentina,Cristiano Biraghi,25,Left Midfield,Pescara,£1.80m,in,Summer,1.8,Serie A,2018,2018/2019
ACF Fiorentina,Dusan Vlahovic,18,Centre-Forward,Partizan,£1.76m,in,Summer,1.76,Serie A,2018,2018/2019
ACF Fiorentina,Vincent Laurini,29,Right-Back,FC Empoli,£1.44m,in,Summer,1.44,Serie A,2018,2018/2019
Frosinone Calcio,Andrea Beghetto,23,Left Midfield,Genoa,£1.35m,in,Summer,1.35,Serie A,2018,2018/2019
Frosinone Calcio,Joel Campbell,26,Right Winger,Arsenal,£1.35m,in,Summer,1.35,Serie A,2018,2018/2019
Frosinone Calcio,Luka Krajnc,23,Centre-Back,Cagliari Calcio,£1.22m,in,Summer,1.22,Serie A,2018,2018/2019
Genoa CFC,Gianluca Lapadula,28,Centre-Forward,AC Milan,£9.90m,in,Summer,9.9,Serie A,2018,2018/2019
Genoa CFC,Christian Kouamé,20,Centre-Forward,Cittadella,£5.72m,in,Summer,5.72,Serie A,2018,2018/2019
Genoa CFC,Federico Valietti,19,Right-Back,Inter,£5.40m,in,Summer,5.4,Serie A,2018,2018/2019
Genoa CFC,Krzysztof Piatek,23,Centre-Forward,Cracovia,£4.05m,in,Summer,4.05,Serie A,2018,2018/2019
Genoa CFC,Cristian Romero,20,Centre-Back,Belgrano,£3.82m,in,Summer,3.82,Serie A,2018,2018/2019
Genoa CFC,Claudio Spinelli,21,Centre-Forward,Tigre,£3.24m,in,Summer,3.24,Serie A,2018,2018/2019
Genoa CFC,Sandro,29,Defensive Midfield,Benevento,£2.07m,in,Summer,2.07,Serie A,2018,2018/2019
Genoa CFC,Ervin Zukanovic,31,Centre-Back,AS Roma,£1.35m,in,Summer,1.35,Serie A,2018,2018/2019
Inter Milan,Radja Nainggolan,30,Attacking Midfield,AS Roma,£34.20m,in,Summer,34.2,Serie A,2018,2018/2019
Inter Milan,Lautaro Martínez,20,Centre-Forward,Racing Club,£22.50m,in,Summer,22.5,Serie A,2018,2018/2019
Inter Milan,Yann Karamoh,19,Right Winger,SM Caen,£5.85m,in,Summer,5.85,Serie A,2018,2018/2019
Inter Milan,Federico Dimarco,20,Left-Back,FC Sion,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
Juventus FC,Cristiano Ronaldo,33,Left Winger,Real Madrid,£105.30m,in,Summer,105.3,Serie A,2018,2018/2019
Juventus FC,João Cancelo,24,Right-Back,Valencia,£36.36m,in,Summer,36.36,Serie A,2018,2018/2019
Juventus FC,Douglas Costa,27,Right Winger,Bayern Munich,£36.00m,in,Summer,36.0,Serie A,2018,2018/2019
Juventus FC,Leonardo Bonucci,31,Centre-Back,AC Milan,£31.50m,in,Summer,31.5,Serie A,2018,2018/2019
Juventus FC,Mattia Perin,25,Goalkeeper,Genoa,£12.78m,in,Summer,12.78,Serie A,2018,2018/2019
Juventus FC,Andrea Favilli,21,Centre-Forward,Ascoli,£6.75m,in,Summer,6.75,Serie A,2018,2018/2019
Juventus FC,Giangiacomo Magnani,22,Centre-Back,Perugia,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
SS Lazio,Joaquín Correa,23,Second Striker,Sevilla FC,£13.77m,in,Summer,13.77,Serie A,2018,2018/2019
SS Lazio,Francesco Acerbi,30,Centre-Back,Sassuolo,£9.45m,in,Summer,9.45,Serie A,2018,2018/2019
SS Lazio,Valon Berisha,25,Central Midfield,RB Salzburg,£6.84m,in,Summer,6.84,Serie A,2018,2018/2019
SS Lazio,Riza Durmisi,24,Left-Back,Real Betis,£6.75m,in,Summer,6.75,Serie A,2018,2018/2019
SS Lazio,Mattia Sprocati,25,Right Winger,Salernitana,£2.93m,in,Summer,2.93,Serie A,2018,2018/2019
AC Milan,Mattia Caldara,24,Centre-Back,Juventus,£31.50m,in,Summer,31.5,Serie A,2018,2018/2019
AC Milan,Nikola Kalinic,30,Centre-Forward,Fiorentina,£20.25m,in,Summer,20.25,Serie A,2018,2018/2019
AC Milan,Samu Castillejo,23,Right Winger,Villarreal,£19.17m,in,Summer,19.17,Serie A,2018,2018/2019
AC Milan,Diego Laxalt,25,Left-Back,Genoa,£13.41m,in,Summer,13.41,Serie A,2018,2018/2019
AC Milan,Fabio Borini,27,Left Winger,Sunderland,£4.95m,in,Summer,4.95,Serie A,2018,2018/2019
SSC Napoli,Fabián Ruiz,22,Central Midfield,Real Betis,£27.00m,in,Summer,27.0,Serie A,2018,2018/2019
SSC Napoli,Simone Verdi,25,Right Winger,Bologna,£22.05m,in,Summer,22.05,Serie A,2018,2018/2019
SSC Napoli,Kévin Malcuit,27,Right-Back,LOSC Lille,£10.80m,in,Summer,10.8,Serie A,2018,2018/2019
SSC Napoli,Carlos Vinícius,23,Centre-Forward,Real SC,£3.60m,in,Summer,3.6,Serie A,2018,2018/2019
Parma Calcio 1913,Fabio Ceravolo,31,Centre-Forward,Benevento,£1.71m,in,Summer,1.71,Serie A,2018,2018/2019
Parma Calcio 1913,Leo Stulac,23,Defensive Midfield,Venezia,£1.40m,in,Summer,1.4,Serie A,2018,2018/2019
Parma Calcio 1913,Jonathan Biabiany,30,Right Winger,Inter,£1.35m,in,Summer,1.35,Serie A,2018,2018/2019
Parma Calcio 1913,Jacopo Dezi,26,Central Midfield,SSC Napoli,£1.17m,in,Summer,1.17,Serie A,2018,2018/2019
Parma Calcio 1913,Riccardo Gagliolo,28,Left-Back,Carpi,£1.04m,in,Summer,1.04,Serie A,2018,2018/2019
AS Roma,Patrik Schick,22,Centre-Forward,Sampdoria,£37.80m,in,Summer,37.8,Serie A,2018,2018/2019
AS Roma,Steven Nzonzi,29,Defensive Midfield,Sevilla FC,£23.99m,in,Summer,23.99,Serie A,2018,2018/2019
AS Roma,Javier Pastore,29,Attacking Midfield,Paris SG,£22.23m,in,Summer,22.23,Serie A,2018,2018/2019
AS Roma,Justin Kluivert,19,Left Winger,Ajax,£15.53m,in,Summer,15.53,Serie A,2018,2018/2019
AS Roma,Grégoire Defrel,27,Centre-Forward,Sassuolo,£13.50m,in,Summer,13.5,Serie A,2018,2018/2019
AS Roma,Davide Santon,27,Right-Back,Inter,£8.55m,in,Summer,8.55,Serie A,2018,2018/2019
AS Roma,Robin Olsen,28,Goalkeeper,FC Copenhagen,£8.10m,in,Summer,8.1,Serie A,2018,2018/2019
AS Roma,Ante Coric,21,Attacking Midfield,Dinamo Zagreb,£5.40m,in,Summer,5.4,Serie A,2018,2018/2019
AS Roma,Nicolò Zaniolo,18,Attacking Midfield,Inter,£4.05m,in,Summer,4.05,Serie A,2018,2018/2019
AS Roma,Antonio Mirante,34,Goalkeeper,Bologna,£3.60m,in,Summer,3.6,Serie A,2018,2018/2019
UC Sampdoria,Duván Zapata,27,Centre-Forward,SSC Napoli,£16.65m,in,Summer,16.65,Serie A,2018,2018/2019
UC Sampdoria,Omar Colley,25,Centre-Back,KRC Genk,£7.20m,in,Summer,7.2,Serie A,2018,2018/2019
UC Sampdoria,Ronaldo Vieira,20,Central Midfield,Leeds,£6.39m,in,Summer,6.39,Serie A,2018,2018/2019
UC Sampdoria,Albin Ekdal,29,Defensive Midfield,Hamburger SV,£2.34m,in,Summer,2.34,Serie A,2018,2018/2019
US Sassuolo,Khouma Babacar,25,Centre-Forward,Fiorentina,£6.30m,in,Summer,6.3,Serie A,2018,2018/2019
US Sassuolo,Federico Di Francesco,24,Left Winger,Bologna,£6.30m,in,Summer,6.3,Serie A,2018,2018/2019
US Sassuolo,Marlon,22,Centre-Back,FC Barcelona,£5.40m,in,Summer,5.4,Serie A,2018,2018/2019
US Sassuolo,Jens Odgaard,19,Centre-Forward,Inter,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
US Sassuolo,Giangiacomo Magnani,22,Centre-Back,Juventus,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
US Sassuolo,Jérémie Boga,21,Left Winger,Chelsea U23,£2.70m,in,Summer,2.7,Serie A,2018,2018/2019
US Sassuolo,Enrico Brignola,19,Second Striker,Benevento,£2.70m,in,Summer,2.7,Serie A,2018,2018/2019
US Sassuolo,Mehdi Bourabia,26,Central Midfield,Konyaspor,£1.98m,in,Summer,1.98,Serie A,2018,2018/2019
SPAL,Jasmin Kurtic,29,Central Midfield,Atalanta,£4.77m,in,Summer,4.77,Serie A,2018,2018/2019
SPAL,Alberto Paloschi,28,Centre-Forward,Atalanta,£3.60m,in,Summer,3.6,Serie A,2018,2018/2019
SPAL,Federico Viviani,26,Defensive Midfield,Hellas Verona,£2.97m,in,Summer,2.97,Serie A,2018,2018/2019
SPAL,Bartosz Salamon,27,Centre-Back,Cagliari Calcio,£1.66m,in,Summer,1.66,Serie A,2018,2018/2019
SPAL,Alfred Gomis,24,Goalkeeper,Torino,£1.35m,in,Summer,1.35,Serie A,2018,2018/2019
Torino FC,M'Baye Niang,23,Centre-Forward,AC Milan,£10.80m,in,Summer,10.8,Serie A,2018,2018/2019
Torino FC,Soualiho Meïté,24,Central Midfield,Monaco,£10.35m,in,Summer,10.35,Serie A,2018,2018/2019
Torino FC,Armando Izzo,26,Centre-Back,Genoa,£9.63m,in,Summer,9.63,Serie A,2018,2018/2019
Torino FC,Tomás Rincón,30,Defensive Midfield,Juventus,£5.31m,in,Summer,5.31,Serie A,2018,2018/2019
Torino FC,Bremer,21,Centre-Back,Atlético-MG,£5.22m,in,Summer,5.22,Serie A,2018,2018/2019
